ts,followers,text_len,likes_mid,rts_mid,replies_mid,likes_low,likes_high,rts_low,rts_high,replies_low,replies_high,feat_ms,ml_ms,persona_ms,calibration_ms,scaling_ms,ranges_ms,predict_blended_total_ms,route_total_ms,models_likes,models_retweets,models_replies,weights_mode
2025-08-17T23:45:32Z,100,94,10,2,0,0,99,0,21,0,2,556,129,636,55,0,240,1377,1619,NEW,NEW,NEW,dynamic
2025-08-17T23:45:34Z,100,116,10,2,0,0,119,0,25,0,2,547,122,765,57,0,251,1494,1747,NEW,NEW,NEW,dynamic
2025-08-17T23:45:36Z,100,153,10,1,0,0,96,0,14,0,2,536,120,1207,58,0,249,1922,2173,NEW,NEW,NEW,dynamic
2025-08-17T23:45:38Z,100,100,11,1,0,0,108,0,16,0,2,576,128,706,60,0,237,1470,1710,NEW,NEW,NEW,dynamic
2025-08-17T23:45:39Z,100,103,12,1,0,0,161,0,16,0,2,539,122,715,60,0,240,1437,1680,NEW,NEW,NEW,dynamic
2025-08-17T23:45:42Z,100,107,11,2,0,0,142,0,22,0,2,584,162,1038,67,0,403,1853,2258,NEW,NEW,NEW,dynamic
2025-08-17T23:45:43Z,100,134,11,2,0,0,100,0,20,0,2,549,122,822,55,0,231,1550,1783,NEW,NEW,NEW,dynamic
2025-08-18T00:37:26Z,100,72,12,2,0,0,202,0,22,0,2,82641,65,353,27,0,142,83087,83232,NEW,NEW,NEW,dynamic
2025-08-18T00:38:25Z,100,72,12,2,0,0,202,0,22,0,2,82257,53,336,25,0,137,82673,82812,NEW,NEW,NEW,dynamic
2025-08-18T00:45:35Z,100,72,12,2,0,0,202,0,22,0,2,83125,68,379,29,0,142,83602,83748,NEW,NEW,NEW,dynamic
2025-08-18T00:45:36Z,315,73,14,2,0,0,206,0,22,0,2,83933,47,393,26,0,149,84399,84553,NEW,NEW,NEW,dynamic
2025-08-18T00:46:12Z,100,72,12,2,0,0,202,0,22,0,2,273,49,356,23,0,141,704,846,NEW,NEW,NEW,dynamic
2025-08-18T00:46:13Z,100,109,12,3,0,0,107,0,28,0,2,311,49,422,24,0,143,807,951,NEW,NEW,NEW,dynamic
2025-08-18T00:46:14Z,100,68,16,3,1,0,434,0,37,0,18,290,57,387,23,0,137,759,897,NEW,NEW,NEW,dynamic
2025-08-18T00:46:15Z,100,139,10,2,0,0,90,0,21,0,2,449,47,529,31,0,190,1057,1248,NEW,NEW,NEW,dynamic
2025-08-18T00:46:16Z,100,101,11,2,0,0,138,0,19,0,2,295,57,462,27,0,160,843,1004,NEW,NEW,NEW,dynamic
2025-08-18T00:46:17Z,100,102,11,2,0,0,156,0,21,0,2,329,56,423,28,0,158,836,995,NEW,NEW,NEW,dynamic
2025-08-18T00:46:18Z,100,120,10,1,0,0,82,0,11,0,2,332,54,552,26,0,149,967,1118,NEW,NEW,NEW,dynamic
2025-08-18T00:46:19Z,100,75,13,2,0,0,230,0,21,0,2,315,51,329,28,0,156,724,882,NEW,NEW,NEW,dynamic
2025-08-18T00:46:20Z,100,180,11,1,0,0,78,0,15,0,2,354,55,800,29,0,162,1239,1403,NEW,NEW,NEW,dynamic
2025-08-18T00:46:21Z,100,72,12,2,0,0,202,0,22,0,2,344,63,403,28,0,157,840,998,NEW,NEW,NEW,dynamic
2025-08-18T00:46:22Z,100,109,12,3,0,0,107,0,28,0,2,323,57,483,28,0,169,892,1062,NEW,NEW,NEW,dynamic
2025-08-18T00:46:23Z,100,68,16,3,1,0,434,0,37,0,18,327,60,433,28,0,158,849,1008,NEW,NEW,NEW,dynamic
2025-08-18T00:46:25Z,100,139,10,2,0,0,90,0,21,0,2,315,52,712,27,0,154,1106,1262,NEW,NEW,NEW,dynamic
2025-08-18T00:46:26Z,100,101,11,2,0,0,138,0,19,0,2,335,79,505,28,0,169,949,1119,NEW,NEW,NEW,dynamic
2025-08-18T00:46:27Z,100,102,11,2,0,0,156,0,21,0,2,322,76,529,38,0,205,967,1174,NEW,NEW,NEW,dynamic
2025-08-18T00:46:28Z,100,120,10,1,0,0,82,0,11,0,2,356,55,876,39,0,222,1328,1552,NEW,NEW,NEW,dynamic
2025-08-18T00:46:30Z,100,75,13,2,0,0,230,0,21,0,2,565,86,511,39,0,298,1202,1503,NEW,NEW,NEW,dynamic
2025-08-18T00:46:32Z,100,180,11,1,0,0,78,0,15,0,2,764,131,1182,38,0,222,2116,2340,NEW,NEW,NEW,dynamic
2025-08-18T00:47:25Z,315,68,18,3,1,0,434,0,37,0,20,354,58,532,28,0,171,974,1147,NEW,NEW,NEW,dynamic
2025-08-18T00:48:40Z,100,66,16,2,1,0,414,0,35,0,17,299,55,377,28,0,136,761,899,NEW,NEW,NEW,dynamic
2025-08-18T00:48:41Z,100,101,11,2,0,0,160,0,22,0,2,382,58,414,23,0,145,879,1025,NEW,NEW,NEW,dynamic
2025-08-18T00:48:42Z,100,72,12,2,0,0,180,0,22,0,2,360,52,536,24,0,144,974,1119,NEW,NEW,NEW,dynamic
2025-08-18T00:48:43Z,100,96,11,1,0,0,89,0,14,0,2,333,63,476,29,0,163,902,1066,NEW,NEW,NEW,dynamic
2025-08-18T00:48:44Z,100,107,11,1,0,0,145,0,16,0,2,332,58,569,30,0,164,989,1155,NEW,NEW,NEW,dynamic
2025-08-18T00:48:45Z,100,105,11,1,0,0,125,0,14,0,2,335,52,515,37,0,176,940,1118,NEW,NEW,NEW,dynamic
2025-08-18T00:48:46Z,100,109,14,2,0,0,158,0,24,0,2,346,54,628,30,0,179,1059,1240,NEW,NEW,NEW,dynamic
2025-08-18T00:48:48Z,100,115,13,2,0,0,296,0,23,0,2,538,56,593,28,0,170,1216,1389,NEW,NEW,NEW,dynamic
2025-08-18T00:48:49Z,100,66,16,2,1,0,414,0,35,0,17,328,62,477,31,0,165,900,1067,NEW,NEW,NEW,dynamic
2025-08-18T00:48:50Z,100,101,11,2,0,0,160,0,22,0,2,318,56,461,27,0,155,864,1020,NEW,NEW,NEW,dynamic
2025-08-18T00:48:51Z,100,72,12,2,0,0,180,0,22,0,2,356,68,484,35,0,183,944,1129,NEW,NEW,NEW,dynamic
2025-08-18T00:48:52Z,100,96,11,1,0,0,89,0,14,0,2,428,69,539,31,0,169,1069,1240,NEW,NEW,NEW,dynamic
2025-08-18T00:48:53Z,100,107,11,1,0,0,145,0,16,0,2,332,53,639,27,0,180,1053,1234,NEW,NEW,NEW,dynamic
2025-08-18T00:48:55Z,100,105,11,1,0,0,125,0,14,0,2,335,71,639,33,0,194,1080,1275,NEW,NEW,NEW,dynamic
2025-08-18T00:48:56Z,100,109,14,2,0,0,158,0,24,0,2,403,62,553,32,0,177,1051,1230,NEW,NEW,NEW,dynamic
2025-08-18T00:48:58Z,100,115,13,2,0,0,296,0,23,0,2,665,90,993,45,0,181,1794,1977,NEW,NEW,NEW,dynamic
2025-08-18T00:49:16Z,315,109,16,2,1,0,158,0,24,0,7,357,47,573,26,0,142,1005,1149,NEW,NEW,NEW,dynamic
2025-08-18T00:50:53Z,315,72,14,2,0,0,202,0,22,0,2,320,50,456,30,0,154,857,1012,NEW,NEW,NEW,dynamic
2025-08-18T00:51:12Z,100,72,12,2,0,0,202,0,22,0,2,278,48,376,24,0,149,727,878,NEW,NEW,NEW,dynamic
2025-08-18T00:51:13Z,100,89,11,2,0,0,134,0,22,0,2,305,49,394,26,0,146,776,923,NEW,NEW,NEW,dynamic
2025-08-18T00:51:14Z,100,59,12,2,0,0,196,0,20,0,2,311,52,307,30,0,147,702,851,NEW,NEW,NEW,dynamic
2025-08-18T00:51:15Z,100,80,14,3,0,0,336,0,37,0,2,338,64,426,30,0,166,860,1028,NEW,NEW,NEW,dynamic
2025-08-18T00:51:16Z,100,79,15,3,1,0,457,0,51,0,19,407,54,478,27,0,154,969,1124,NEW,NEW,NEW,dynamic
2025-08-18T00:51:17Z,100,90,12,1,0,0,140,0,14,0,2,324,52,589,25,0,151,992,1144,NEW,NEW,NEW,dynamic
2025-08-18T00:51:18Z,100,63,15,2,1,0,469,0,36,0,20,313,53,409,28,0,161,805,967,NEW,NEW,NEW,dynamic
2025-08-18T00:51:19Z,100,116,11,2,0,0,114,0,19,0,2,330,57,543,26,0,158,958,1117,NEW,NEW,NEW,dynamic
2025-08-18T00:51:20Z,100,93,11,2,0,0,124,0,19,0,2,361,55,388,28,0,204,833,1039,NEW,NEW,NEW,dynamic
2025-08-18T00:51:21Z,100,107,15,3,1,0,306,0,36,0,13,351,57,490,26,0,153,925,1080,NEW,NEW,NEW,dynamic
2025-08-18T00:51:23Z,100,97,15,3,1,0,337,0,36,0,14,412,56,519,47,0,195,1035,1231,NEW,NEW,NEW,dynamic
2025-08-18T00:51:24Z,100,97,12,2,0,0,127,0,16,0,2,352,59,518,35,0,185,966,1153,NEW,NEW,NEW,dynamic
2025-08-18T00:51:25Z,100,110,10,2,0,0,106,0,19,0,2,314,55,482,28,0,164,881,1046,NEW,NEW,NEW,dynamic
2025-08-18T00:51:26Z,100,71,13,2,0,0,245,0,22,0,2,331,56,508,36,0,202,932,1136,NEW,NEW,NEW,dynamic
2025-08-18T00:51:27Z,100,103,11,1,0,0,129,0,16,0,2,471,62,565,29,0,163,1128,1293,NEW,NEW,NEW,dynamic
2025-08-18T00:51:29Z,100,113,10,2,0,0,71,0,14,0,2,316,60,743,30,0,168,1151,1320,NEW,NEW,NEW,dynamic
2025-08-18T00:51:30Z,100,99,13,2,0,0,247,0,26,0,2,353,58,477,28,0,156,918,1076,NEW,NEW,NEW,dynamic
2025-08-18T00:51:31Z,100,94,10,1,0,0,99,0,16,0,2,379,53,495,35,0,173,963,1138,NEW,NEW,NEW,dynamic
2025-08-18T00:51:32Z,100,94,13,2,0,0,176,0,21,0,2,341,57,444,29,0,159,873,1034,NEW,NEW,NEW,dynamic
2025-08-18T00:51:33Z,100,93,12,2,0,0,155,0,20,0,2,338,55,453,27,0,181,874,1057,NEW,NEW,NEW,dynamic
2025-08-18T00:51:34Z,100,99,10,1,0,0,113,0,16,0,2,314,50,443,28,0,177,837,1015,NEW,NEW,NEW,dynamic
2025-08-18T00:51:35Z,100,96,11,2,0,0,98,0,14,0,2,388,57,445,26,0,163,918,1083,NEW,NEW,NEW,dynamic
2025-08-18T00:51:36Z,100,108,10,1,0,0,94,0,15,0,2,314,55,531,34,0,175,936,1112,NEW,NEW,NEW,dynamic
2025-08-18T00:51:37Z,100,105,14,2,0,0,290,0,29,0,2,339,58,524,33,0,156,956,1114,NEW,NEW,NEW,dynamic
2025-08-18T00:51:38Z,100,107,13,2,0,0,187,0,25,0,2,316,52,449,26,0,151,845,997,NEW,NEW,NEW,dynamic
2025-08-18T00:51:39Z,100,118,10,2,0,0,114,0,21,0,2,301,53,582,27,0,161,964,1126,NEW,NEW,NEW,dynamic
2025-08-18T00:51:41Z,100,127,11,1,0,0,75,0,14,0,2,335,53,539,26,0,151,955,1107,NEW,NEW,NEW,dynamic
2025-08-18T00:51:42Z,100,72,12,2,0,0,202,0,22,0,2,385,54,421,32,0,160,893,1055,NEW,NEW,NEW,dynamic
2025-08-18T00:51:43Z,100,89,11,2,0,0,134,0,22,0,2,314,54,416,26,0,154,812,967,NEW,NEW,NEW,dynamic
2025-08-18T00:51:44Z,100,59,12,2,0,0,196,0,20,0,2,310,53,541,33,0,174,939,1114,NEW,NEW,NEW,dynamic
2025-08-18T00:51:45Z,100,80,14,3,0,0,336,0,37,0,2,338,72,507,29,0,162,947,1111,NEW,NEW,NEW,dynamic
2025-08-18T00:51:46Z,100,79,15,3,1,0,457,0,51,0,19,316,55,462,27,0,153,862,1016,NEW,NEW,NEW,dynamic
2025-08-18T00:51:47Z,100,90,12,1,0,0,140,0,14,0,2,382,56,488,27,0,156,953,1110,NEW,NEW,NEW,dynamic
2025-08-18T00:51:48Z,100,63,15,2,1,0,469,0,36,0,20,309,55,406,28,0,154,799,954,NEW,NEW,NEW,dynamic
2025-08-18T00:51:49Z,100,116,11,2,0,0,114,0,19,0,2,316,59,565,25,0,149,967,1117,NEW,NEW,NEW,dynamic
2025-08-18T00:51:50Z,100,93,11,2,0,0,124,0,19,0,2,542,66,420,28,0,184,1057,1243,NEW,NEW,NEW,dynamic
2025-08-18T00:51:52Z,100,107,15,3,1,0,306,0,36,0,13,414,61,558,33,0,173,1068,1243,NEW,NEW,NEW,dynamic
2025-08-18T00:51:53Z,100,97,15,3,1,0,337,0,36,0,14,357,56,435,28,0,156,878,1036,NEW,NEW,NEW,dynamic
2025-08-18T00:51:54Z,100,97,12,2,0,0,127,0,16,0,2,341,52,469,27,0,153,890,1045,NEW,NEW,NEW,dynamic
2025-08-18T00:51:55Z,100,110,10,2,0,0,106,0,19,0,2,338,52,474,25,0,162,891,1054,NEW,NEW,NEW,dynamic
2025-08-18T00:51:56Z,100,71,13,2,0,0,245,0,22,0,2,349,52,387,27,0,163,816,981,NEW,NEW,NEW,dynamic
2025-08-18T00:51:57Z,100,103,11,1,0,0,129,0,16,0,2,319,54,577,33,0,184,984,1170,NEW,NEW,NEW,dynamic
2025-08-18T00:51:58Z,100,113,10,2,0,0,71,0,14,0,2,399,53,526,26,0,168,1006,1175,NEW,NEW,NEW,dynamic
2025-08-18T00:51:59Z,100,99,13,2,0,0,247,0,26,0,2,326,53,607,27,0,168,1013,1183,NEW,NEW,NEW,dynamic
2025-08-18T00:52:00Z,100,94,10,1,0,0,99,0,16,0,2,361,49,452,28,0,162,891,1055,NEW,NEW,NEW,dynamic
2025-08-18T00:52:01Z,100,94,13,2,0,0,176,0,21,0,2,333,64,451,26,0,157,876,1034,NEW,NEW,NEW,dynamic
2025-08-18T00:52:02Z,100,93,12,2,0,0,155,0,20,0,2,391,59,497,28,0,154,977,1133,NEW,NEW,NEW,dynamic
2025-08-18T00:52:03Z,100,99,10,1,0,0,113,0,16,0,2,328,49,440,27,0,156,846,1003,NEW,NEW,NEW,dynamic
2025-08-18T00:52:04Z,100,96,11,2,0,0,98,0,14,0,2,320,50,441,28,0,158,842,1001,NEW,NEW,NEW,dynamic
2025-08-18T00:52:06Z,100,108,10,1,0,0,94,0,15,0,2,307,49,508,28,0,166,894,1061,NEW,NEW,NEW,dynamic
2025-08-18T00:52:07Z,100,105,14,2,0,0,290,0,29,0,2,343,59,518,34,0,211,956,1169,NEW,NEW,NEW,dynamic
2025-08-18T00:52:08Z,100,107,13,2,0,0,187,0,25,0,2,352,63,468,29,0,163,912,1077,NEW,NEW,NEW,dynamic
2025-08-18T00:52:09Z,100,118,10,2,0,0,114,0,21,0,2,320,55,471,28,0,159,876,1036,NEW,NEW,NEW,dynamic
2025-08-18T00:52:10Z,100,127,11,1,0,0,75,0,14,0,2,308,51,643,24,0,157,1027,1186,NEW,NEW,NEW,dynamic
2025-08-18T00:53:04Z,315,79,17,3,1,0,457,0,51,0,21,354,46,415,28,0,150,844,996,NEW,NEW,NEW,dynamic
2025-08-18T00:54:07Z,100,79,15,3,1,0,457,0,51,0,19,289,52,433,24,0,145,800,947,NEW,NEW,NEW,dynamic
2025-08-18T00:54:07Z,100,89,11,1,0,0,146,0,15,0,2,290,43,409,24,0,134,767,903,NEW,NEW,NEW,dynamic
2025-08-18T00:54:08Z,100,82,12,1,0,0,229,0,19,0,2,280,49,350,23,0,137,704,843,NEW,NEW,NEW,dynamic
2025-08-18T00:54:09Z,100,81,11,2,0,0,141,0,19,0,2,300,48,363,24,0,138,736,876,NEW,NEW,NEW,dynamic
2025-08-18T00:54:10Z,100,85,15,3,0,0,338,0,39,0,2,281,49,401,23,0,149,755,906,NEW,NEW,NEW,dynamic
2025-08-18T00:54:11Z,100,103,12,1,0,0,117,0,15,0,2,302,53,444,25,0,151,825,977,NEW,NEW,NEW,dynamic
2025-08-18T00:54:12Z,100,94,11,1,0,0,85,0,14,0,2,299,48,441,23,0,139,813,953,NEW,NEW,NEW,dynamic
2025-08-18T00:54:13Z,100,90,11,1,0,0,147,0,16,0,2,279,53,541,31,0,159,904,1065,NEW,NEW,NEW,dynamic
2025-08-18T00:54:14Z,100,88,10,1,0,0,138,0,15,0,2,421,53,455,28,0,172,958,1132,NEW,NEW,NEW,dynamic
2025-08-18T00:54:15Z,100,89,15,2,0,0,460,0,24,0,2,313,49,471,34,0,165,869,1036,NEW,NEW,NEW,dynamic
2025-08-18T00:54:16Z,100,107,12,2,0,0,222,0,23,0,2,330,55,532,28,0,152,946,1100,NEW,NEW,NEW,dynamic
2025-08-18T00:54:17Z,100,81,10,2,0,0,109,0,22,0,2,345,62,412,30,0,153,850,1006,NEW,NEW,NEW,dynamic
2025-08-18T00:54:19Z,100,117,13,2,0,0,154,0,28,0,2,326,65,602,38,0,219,1032,1252,NEW,NEW,NEW,dynamic
2025-08-18T00:54:20Z,100,94,12,1,0,0,127,0,16,0,2,431,58,478,29,0,167,998,1167,NEW,NEW,NEW,dynamic
2025-08-18T00:54:21Z,100,92,12,1,0,0,185,0,16,0,2,321,69,486,29,0,168,906,1076,NEW,NEW,NEW,dynamic
2025-08-18T00:54:22Z,100,99,10,1,0,0,113,0,16,0,2,318,59,422,27,0,166,827,995,NEW,NEW,NEW,dynamic
2025-08-18T00:54:23Z,100,78,13,2,0,0,187,0,21,0,2,323,58,455,34,0,185,871,1057,NEW,NEW,NEW,dynamic
2025-08-18T00:54:24Z,100,94,11,1,0,0,118,0,16,0,2,363,61,674,27,0,167,1127,1296,NEW,NEW,NEW,dynamic
2025-08-18T00:54:25Z,100,83,15,3,0,0,354,0,36,0,2,311,56,427,24,0,167,820,989,NEW,NEW,NEW,dynamic
2025-08-18T00:54:26Z,100,94,11,2,0,0,151,0,21,0,2,336,57,458,28,0,160,880,1041,NEW,NEW,NEW,dynamic
2025-08-18T00:54:27Z,100,86,11,2,0,0,170,0,22,0,2,329,63,469,32,0,157,894,1052,NEW,NEW,NEW,dynamic
2025-08-18T00:54:28Z,100,80,12,2,0,0,220,0,27,0,2,324,57,440,28,0,152,851,1005,NEW,NEW,NEW,dynamic
2025-08-18T00:54:29Z,100,87,14,3,0,0,316,0,39,0,2,370,60,503,30,0,160,965,1126,NEW,NEW,NEW,dynamic
2025-08-18T00:54:31Z,100,89,12,2,0,0,205,0,20,0,2,331,53,441,25,0,177,851,1029,NEW,NEW,NEW,dynamic
2025-08-18T00:54:32Z,100,84,13,2,0,0,239,0,28,0,2,356,54,420,27,0,168,859,1028,NEW,NEW,NEW,dynamic
2025-08-18T00:54:33Z,100,117,12,2,0,0,181,0,26,0,2,341,59,506,27,0,153,935,1089,NEW,NEW,NEW,dynamic
2025-08-18T00:54:34Z,100,109,12,1,0,0,219,0,14,0,2,316,52,816,44,0,192,1229,1423,NEW,NEW,NEW,dynamic
2025-08-18T00:54:35Z,100,97,12,1,0,0,102,0,16,0,2,376,81,563,29,0,176,1050,1227,NEW,NEW,NEW,dynamic
2025-08-18T00:54:36Z,100,79,15,3,1,0,457,0,51,0,19,368,60,458,27,0,166,914,1082,NEW,NEW,NEW,dynamic
2025-08-18T00:54:37Z,100,89,11,1,0,0,146,0,15,0,2,335,54,506,27,0,162,924,1087,NEW,NEW,NEW,dynamic
2025-08-18T00:54:38Z,100,82,12,1,0,0,229,0,19,0,2,325,53,397,27,0,153,802,957,NEW,NEW,NEW,dynamic
2025-08-18T00:54:40Z,100,81,11,2,0,0,141,0,19,0,2,316,56,485,35,0,193,894,1089,NEW,NEW,NEW,dynamic
2025-08-18T00:54:41Z,100,85,15,3,0,0,338,0,39,0,2,345,55,477,30,0,161,909,1073,NEW,NEW,NEW,dynamic
2025-08-18T00:54:42Z,100,103,12,1,0,0,117,0,15,0,2,320,58,466,27,0,160,873,1035,NEW,NEW,NEW,dynamic
2025-08-18T00:54:43Z,100,94,11,1,0,0,85,0,14,0,2,308,61,498,27,0,154,895,1050,NEW,NEW,NEW,dynamic
2025-08-18T00:54:44Z,100,90,11,1,0,0,147,0,16,0,2,324,59,445,26,0,155,856,1013,NEW,NEW,NEW,dynamic
2025-08-18T00:54:45Z,100,88,10,1,0,0,138,0,15,0,2,325,65,584,34,0,181,1009,1192,NEW,NEW,NEW,dynamic
2025-08-18T00:54:46Z,100,89,15,2,0,0,460,0,24,0,2,340,54,475,25,0,168,896,1065,NEW,NEW,NEW,dynamic
2025-08-18T00:54:47Z,100,107,12,2,0,0,222,0,23,0,2,324,61,540,34,0,159,960,1121,NEW,NEW,NEW,dynamic
2025-08-18T00:54:48Z,100,81,10,2,0,0,109,0,22,0,2,320,55,399,34,0,163,810,975,NEW,NEW,NEW,dynamic
2025-08-18T00:54:49Z,100,117,13,2,0,0,154,0,28,0,2,305,61,495,27,0,157,889,1048,NEW,NEW,NEW,dynamic
2025-08-18T00:54:50Z,100,94,12,1,0,0,127,0,16,0,2,396,55,521,33,0,196,1007,1205,NEW,NEW,NEW,dynamic
2025-08-18T00:54:51Z,100,92,12,1,0,0,185,0,16,0,2,370,58,455,26,0,175,911,1087,NEW,NEW,NEW,dynamic
2025-08-18T00:54:53Z,100,99,10,1,0,0,113,0,16,0,2,357,57,427,26,0,169,869,1039,NEW,NEW,NEW,dynamic
2025-08-18T00:54:54Z,100,78,13,2,0,0,187,0,21,0,2,313,58,450,27,0,169,850,1020,NEW,NEW,NEW,dynamic
2025-08-18T00:54:55Z,100,94,11,1,0,0,118,0,16,0,2,320,59,674,34,0,222,1089,1312,NEW,NEW,NEW,dynamic
2025-08-18T00:54:56Z,100,83,15,3,0,0,354,0,36,0,2,392,63,453,26,0,170,936,1107,NEW,NEW,NEW,dynamic
2025-08-18T00:54:57Z,100,94,11,2,0,0,151,0,21,0,2,327,54,612,31,0,192,1025,1219,NEW,NEW,NEW,dynamic
2025-08-18T00:54:58Z,100,86,11,2,0,0,170,0,22,0,2,353,51,446,34,0,164,886,1052,NEW,NEW,NEW,dynamic
2025-08-18T00:54:59Z,100,80,12,2,0,0,220,0,27,0,2,317,60,482,27,0,162,889,1052,NEW,NEW,NEW,dynamic
2025-08-18T00:55:01Z,100,87,14,3,0,0,316,0,39,0,2,411,63,566,28,0,157,1070,1229,NEW,NEW,NEW,dynamic
2025-08-18T00:55:02Z,100,89,12,2,0,0,205,0,20,0,2,323,55,476,27,0,176,882,1060,NEW,NEW,NEW,dynamic
2025-08-18T00:55:03Z,100,84,13,2,0,0,239,0,28,0,2,309,50,411,29,0,167,801,970,NEW,NEW,NEW,dynamic
2025-08-18T00:55:04Z,100,117,12,2,0,0,181,0,26,0,2,328,55,508,27,0,154,920,1076,NEW,NEW,NEW,dynamic
2025-08-18T00:55:05Z,100,109,12,1,0,0,219,0,14,0,2,317,57,520,27,0,174,923,1098,NEW,NEW,NEW,dynamic
2025-08-18T00:55:06Z,100,97,12,1,0,0,102,0,16,0,2,397,60,603,27,0,153,1087,1242,NEW,NEW,NEW,dynamic
2025-08-18T00:55:37Z,315,85,16,3,1,0,338,0,39,0,15,355,51,452,28,0,159,886,1047,NEW,NEW,NEW,dynamic
2025-08-18T03:25:48Z,315,85,17,2,1,0,422,0,32,0,19,6001,140,939,65,0,471,7146,7644,NEW,NEW,NEW,dynamic
